Regulog statistics:
RegulogName	genomes#	genomesWithoutCRtag#	CRtag#	VariablePositions#
PtsR – Enterobacteriales	1	0	1	0
PtxS – Burkholderia	8	2	3	1
PtxS – Enterobacteriales  	5	5	1	0
PtxS – Pseudomonadaceae 	4	4	1	0
PtxS – Ralstonia 	2	2	1	0
PurR – Enterobacteriales	12	0	1	0
PurR – Pasteurellales	9	0	2	1
PurR – Vibrionales	10	0	1	0
RafR – Enterobacteriales	4	0	3	3
RbsR – Bacillales	11	0	3	2
RbsR – Burkholderia	7	0	1	0
RbsR – Clostridia-1 	4	4	1	0
RbsR – Comamonadaceae	2	0	1	0
RbsR – Corynebacteriaceae	3	0	2	3
RbsR – Desulfovibrionales	1	0	1	0
RbsR – Enterobacteriales	11	0	3	2
RbsR – Lactobacillaceae	10	10	1	0
RbsR – Pasteurellales	6	0	3	2
RbsR – Pseudomonadaceae	5	0	2	2
RbsR – Psychromonadaceae/Aeromonadales	6	0	3	3
RbsR – Ralstonia	2	0	1	0
RbsR – Shewanellaceae	2	0	1	0
RbsR – Staphylococcaceae	2	2	1	0
RbsR – Streptomycetaceae	3	0	1	0
RbsR – Thermoanaerobacterales	2	2	1	0
RbsR – Thermotogales	8	0	6	5
RbsR – Vibrionales	10	0	2	1
RbsR1 – Bifidobacteriaceae	2	0	1	0
RbsR2 – Bifidobacteriaceae	3	0	1	0
RbsR2 – Rhizobiales	2	0	2	2
RbsR2 – Rhodobacterales	1	0	1	0
RbsR2 – Staphylococcaceae	6	3	2	0
RbsR2 – Streptococcaceae	7	0	3	2
RbsR3 – Bifidobacteriaceae	5	5	1	0
RbtR – Rhodobacterales	1	1	1	0
RegR – Streptococcaceae	6	6	1	0
Reut_C5892 – Ralstonia 	1	0	1	0
RhaR – Frankineae/Propionibacterineae/Pseudonocardiaceae	2	0	2	4
RhaR – Micrococcineae	5	0	3	5
RhaR – Mycobacteriaceae	2	0	1	0
RhaR – Nocardiaceae	2	0	2	3
RhaR – Streptomycetaceae	3	0	2	1
RhiR – Enterobacteriales	1	0	1	0
RhiR – Rhizobiales	4	0	1	0
RhmR – Chloroflexia	1	1	1	0
RL3595 – Rhizobiales	4	4	2	0
RL4253  – Rhizobiales	3	0	1	0
Rmet_4647 – Ralstonia  	2	0	2	10
RSc1790 – Ralstonia	5	1	5	5
SAG1808 – Streptococcaceae	2	2	1	0
SAV1329 – Streptomycetaceae	2	0	1	0
SCO1956 – Streptomycetaceae 	2	0	1	0
SCO2753 – Streptomycetaceae	4	0	1	0
SCO4158 – Streptomycetaceae	4	4	1	0
SCO5692 – Streptomycetaceae	3	0	1	0
ScrR – Alteromonadales	5	1	4	2
ScrR – Bacillales	4	0	4	2
ScrR – Bifidobacteriaceae	7	0	2	1
ScrR – Burkholderia	5	0	1	0
ScrR – Clostridia-1 	2	2	1	0
ScrR – Enterobacteriales	6	6	1	0
ScrR – Lactobacillaceae	7	0	6	5
ScrR – Oceanospirillales/Alteromonadales 	1	0	1	0
ScrR – Pseudomonadaceae	3	0	3	2
ScrR – Psychromonadaceae/Aeromonadales 	3	3	1	0
ScrR – Ralstonia	1	0	1	0
ScrR – Shewanellaceae	5	0	1	0
ScrR – Sphingomonadales 	2	0	2	2
ScrR – Staphylococcaceae	6	6	1	0
ScrR – Streptococcaceae	13	1	2	0
ScrR – Vibrionales 	1	0	1	0
ScrR2 – Bacillales	3	3	1	0
ScrR2 – Lactobacillaceae	1	1	1	0
Sde_0506 – Alteromonadales	2	0	1	0
SgaR – Enterobacteriales	9	1	8	6
SgaR – Pasteurellales	1	0	1	0
SgaR – Psychromonadaceae/Aeromonadales 	3	0	2	4
SgaR – Vibrionales	2	0	1	0
SgaR2 – Bifidobacteriaceae	2	0	2	2
SMb20014 – Rhizobiales	4	0	4	4
SMb20537 – Rhizobiales	5	0	3	9
SMb20667 – Rhizobiales	6	1	3	1
SMb20717 – Rhizobiales	4	0	1	0
SMb21598 – Rhizobiales	6	0	3	9
SMb21706 – Rhizobiales	6	2	5	4
SMc04260 – Rhizobiales	6	1	4	2
SmoR – Rhizobiales	4	0	4	2
SmoR – Rhodobacterales	7	0	6	3
SocR – Rhizobiales	3	0	2	1
SocR – Rhodobacterales	1	0	1	0
SPO0590 – Rhodobacterales	5	0	5	3
SPOA0336 – Rhodobacterales	2	0	2	3
STM1555 – Enterobacteriales 	3	0	3	3
SuxR – Xanthomonadales	2	0	1	0
TalR – Comamonadaceae	2	0	2	2
TalR – Enterobacteriales	2	0	2	2
TalR – Ralstonia	1	0	1	0
ThuR – Rhizobiales	5	0	3	2
TreR – Alteromonadales	3	0	3	3
TreR – Enterobacteriales	8	0	4	4
TreR – Psychromonadaceae/Aeromonadales 	4	0	2	1
TreR – Shewanellaceae	2	0	2	1
TreR – Thermoanaerobacterales	3	0	3	7
TreR – Vibrionales	8	1	2	0
UdhR – Burkholderia	4	0	2	4
UgpR – Thermotogales	7	0	4	3
UriR – Corynebacteriaceae	2	0	1	0
UriR – Enterococcaceae	2	2	2	0
UriR – Listeriaceae	4	4	1	0
UxaR – Bacteroidaceae	6	0	2	2
UxuR – Bacillales	3	0	2	1
UxuR – Bacteroidaceae	3	0	3	2
UxuR – Clostridia-3	8	0	7	2
VCA0673 – Vibrionales	4	0	3	8
VF_1255 – Vibrionales 	5	0	5	3
VP2396 – Vibrionales	2	2	1	0
VVA0138 – Vibrionales	1	0	1	0
XCC2209 – Xanthomonadales	3	0	2	1
XCC4129 – Xanthomonadales 	2	0	1	0
XltR – Enterobacteriales	1	0	1	0
XltR – Oceanospirillales/Alteromonadales 	2	0	2	1
XltR – Shewanellaceae	2	0	2	1
XosR – Bifidobacteriaceae	4	1	3	2
XylR – Rhizobiales	8	0	3	2
y3436 – Enterobacteriales 	1	1	1	0
YcjW – Enterobacteriales	2	0	1	0
YcjW – Listeriaceae	3	0	1	0

CR tag statistics:
CRtag	TFname	GenomesPresentIn#	TFBS#	InfoBits
VQSVGSRPAV	AAur_3503_Micrococcineae	1	4	35.68872
IDSRGSRHWV	AAur_4078_Micrococcineae	1	4	30.13233
IRSRGSRHWV	AAur_4078_Micrococcineae	2	12	24.91211
ISSTGSRHWV	AAur_4078_Micrococcineae	1	5	29.94077
VASVSFGSAE	ABC1167_Bacillales	1	2	35
IKSFKSNGSM	AbfR_Bifidobacteriaceae	1	1	40
ITSIKSNGSM	AbfR_Bifidobacteriaceae	1	2	36
LSSVASNGRV	AduR_Rhizobiales	1	1	40
LSSIASNGRV	AduR_Rhizobiales	1	1	40
LSSAASNGRV	AduR_Rhizobiales	1	1	40
LTSAASNGRV	AduR_Rhizobiales	1	1	40
VISKSSLPLV	AfrR_Rhizobiales	1	3	30.65363
IFSKSSLGLI	AfrR_Rhizobiales	1	4	30.75489
VISKSSLSLV	AfrR_Rhizobiales	2	4	31.56617
VVSKSSLALV	AfrR_Rhizobiales	1	4	33.13233
VVSKSSLPLV	AfrR_Rhizobiales	1	4	33.13233
ILSKSSLKQV	AfrR_Rhodobacterales	1	3	31.06867
LKSQTSRPEV	AglR_Rhizobiales	6	22	26.70491
LRSQTSRPEV	AglR_Rhizobiales	1	2	36
LRSQTSRPEV	AglR_Rhodobacterales	1	3	30.402
LKSPTSRPEV	AglR_Rhodobacterales	1	2	34
LKSQTSRPEV	AglR_Rhodobacterales	3	9	27.99503
IKSVASRGRF	AlsR_Listeriaceae	1	12	24.6272
IKSVASRGRF	AlsR_Streptococcaceae	1	2	32
LHADSSKGRI	AouR_Bifidobacteriaceae	1	2	34
LESLASKPRV	AouR_Bifidobacteriaceae	1	6	21.30948
LESTASKPRI	AouR_Bifidobacteriaceae	1	3	24.47719
MFSHQSRPDV	AraQ_Bifidobacteriaceae	7	73	22.72638
IFSHQSRPNV	AraQ_Bifidobacteriaceae	1	4	28.44361
MFSHQSRSDV	AraQ_Bifidobacteriaceae	1	3	29.48371
MISHQSRPDV	AraQ_Bifidobacteriaceae	1	3	28.15037
[indel within CR tag region]	Arth_2426_Micrococcineae	4	11	26.03177
LSSLASRSRV	Arth_2426_Micrococcineae	1	1	40
MLSKASRGYV	AscG_Enterobacteriales	4	17	25.06242
MLSKASRNYV	AscG_Enterobacteriales	1	2	34
ILSKASRGYV	AscG_Enterobacteriales	1	4	28.25489
MQSKASRGYT	AscG_Enterobacteriales	1	5	30.35558
GDPITRAKVS	Atu5239_Rhizobiales	1	4	30.37744
IASPISRQKV	Atu5239_Rhizobiales	1	1	40
VATVSFNAPA	AZL_a08610_Rhodospirillales	1	4	30.50978
EITTVVLVSA	Bamb_2736_Burkholderia 	1	2	34
FDSTTDRGSV	Bamb_2736_Burkholderia 	1	2	34
DVSAVAFIAP	Bamb_4155_Burkholderia	1	1	40
ASSRSSRASI	Bamb_4155_Burkholderia	2	2	37
IRSYGSRTHV	BBNG_01789_Bifidobacteriaceae	1	2	40
KDVTTRVYVS	BC0230_Bacillales	1	2	36
RKVSTRVYVN	BC5402_Bacillales	1	2	32
IKSPQSNAVV	BDP_1267_Bifidobacteriaceae	1	2	36
IKSPQSNGIV	BDP_1267_Bifidobacteriaceae	1	2	38
ITSVYSRSGV	BDP_2100_Bifidobacteriaceae	1	1	40
AGALRSGRAR	BDP_2100_Bifidobacteriaceae	1	3	31.06867
LKSHTSAPNV	BDP_2111_Bifidobacteriaceae	1	1	40
LKSMSSADIV	BDP_2111_Bifidobacteriaceae	1	4	33
IKSISSYRSI	BDP_2131_Bifidobacteriaceae	1	1	24
errorGettingCRtag	BDP_2131_Bifidobacteriaceae	1	7	0
[indel within CR tag region]	BfrR_Bifidobacteriaceae	1	6	30.8359
[indel within CR tag region]	BfrR_Chloroflexia	1	2	39
MKGVGSRPGV	BfrR_Lactobacillaceae	1	1	40
MKSVGSRKGI	BfrR_Streptococcaceae	2	4	40
MKSVGSRPGI	BfrR_Streptococcaceae	1	1	40
MKSVGSRSGI	BfrR_Streptococcaceae	1	2	39
LQSPQSRAAV	BgaR_Bifidobacteriaceae	1	3	29.98697
MKSSQSRSEV	BgaR_Bifidobacteriaceae	1	5	29.18072
MQSPQSRNAV	BgaR_Bifidobacteriaceae	2	5	25.44273
errorGettingCRtag	BgaR_Bifidobacteriaceae	1	4	28.1985
MQSPQSRDAV	BgaR_Bifidobacteriaceae	1	5	26.09175
MASAQSRQNV	BgaR_Micrococcineae	1	2	36
IGSSQSRERV	BgaR_Micrococcineae	1	4	32.13233
MGSSQSRAGV	BgaR_Streptomycetaceae	1	2	40
MASSQSRAGV	BgaR_Streptomycetaceae	2	6	35.24511
IRSLQSRPNV	BglR _Sphingomonadales	1	1	40
IKSLQSRPNV	BglR _Sphingomonadales	2	6	26.33694
IYSLASRTKV	BglR_Alteromonadales	1	9	27.42878
IYSLASRAKV	BglR_Alteromonadales	1	4	32.75489
IYSLASRPQV	BglR_Alteromonadales	1	8	31.13145
IYSLASRVKV	BglR_Alteromonadales	1	5	32.35041
IYSLASRTPV	BglR_Alteromonadales	1	3	32.90526
IYSLASRGRV	BglR_Alteromonadales	1	6	30.59509
VYSTASFDKV	BglR_Bifidobacteriaceae	3	7	30.38227
errorGettingCRtag	BglR_Bifidobacteriaceae	1	3	31.73534
LKGLSSRGPV	BglR_Burkholderia 	1	1	40
LKGMSSRGPV	BglR_Burkholderia 	1	1	40
LESVSSRTKV	BglR_Deinococcus-Thermus	1	1	40
LASPSSRAQV	BglR_Deinococcus-Thermus	1	2	34
IASPASRARV	BglR_Deinococcus-Thermus	1	1	40
IKSISSYPKI	BglR_Enterobacteriales	1	2	37
IKSISSYSKV	BglR_Enterococcaceae	1	2	36
IKSISSYPKV	BglR_Listeriaceae	1	8	33.004
IYSLASRTNV	BglR_Shewanellaceae	2	5	31.89231
IYSLASRTKV	BglR_Shewanellaceae	2	8	32.56617
IYSLASRGKV	BglR_Shewanellaceae	1	4	33.56617
[indel within CR tag region]	BglR_Shewanellaceae	1	7	30.48679
IKSQASRCRV	BglR_Vibrionales 	2	4	32.37744
IKSQASRSRV	BglR_Vibrionales 	1	3	31.3203
IDARVSRPNV	BglR1_Caulobacterales	1	2	36
INSPKSRESV	BglR2_Caulobacterales	2	6	31.77945
IHSPKSRESV	BglR2_Caulobacterales	1	4	30.63233
IQSSASRDYV	BglR2_Listeriaceae	1	16	32.87465
IYSIKSRPNV	BglR3_Caulobacterales	1	8	27.29432
IKSVTSRPYV	BglZ_Bacillales	1	2	33
IRSVTSRPYV	BglZ_Bacillales	2	3	30.74185
IRSITSRPYV	BglZ_Bacillales	1	1	36
IKSISSRPYV	BglZ_Bacillales	1	2	31
IESRTSRPYV	BH1250_Bacillales	1	1	40
[indel within CR tag region]	BH1250_Bacillales	1	3	31.3203
IKSRSSRPYV	BH1250_Bacillales	1	2	33
IKSRTSRPYV	BH1250_Bacillales	1	3	29.23208
IKSIASRIGY	BH1516_Bacillales	1	2	34
IKSIASRVGY	BH1516_Bacillales	1	4	31.06617
IKSISSYRPI	BIFBRE_03467_Bifidobacteriaceae	1	1	24
IFSKSSRGGV	BIFBRE_03542_Bifidobacteriaceae	1	2	34
LRSPMSNPGV	BL0176_Bifidobacteriaceae	2	7	30.92285
LRSPMSNTGV	BL0176_Bifidobacteriaceae	1	2	36
MRSIKSNEFV	BL0185_Bifidobacteriaceae	3	22	24.73168
MRSVKSNEFV	BL0185_Bifidobacteriaceae	1	6	26.89014
LKTATSADYV	BL0610_Bifidobacteriaceae	1	2	36
no_CRtag	BLA_0143_Bifidobacteriaceae 	1	1	40
IFSSSSYPGV	BLA_0143_Bifidobacteriaceae 	2	4	27.25489
IFSSSSYSGV	BLA_0143_Bifidobacteriaceae 	1	6	26.38105
DVATVVMISE	Blon_0374_Bifidobacteriaceae	1	3	29.48371
LESLADREGV	blr3394_Rhizobiales	1	2	39
AGVATRVNVR	Bphy_2245_Burkholderia	1	1	40
22SVASRENV	Bphy_2245_Burkholderia	1	1	40
LGSTASRGKV	Bphy_4590_Burkholderia	3	6	34.16341
LSSTASRGKV	Bphy_4590_Burkholderia	1	2	36
GDTATRVKVS	Bphy_4590_Burkholderia	1	2	34
[indel within CR tag region]	Bphy_6994_Burkholderia	1	2	40
DISTVVLVRK	Bpro_5109_Comamonadaceae	1	2	34
SQSQASRGNV	Bpro_5109_Comamonadaceae	1	1	40
IKSIASRHTV	BPSL1304_Burkholderia	7	10	32.26814
IKSIASRDSV	BPSL1304_Burkholderia	1	1	40
LDSRSSRPHV	Caur_1157_Chloroflexia	2	2	38
IRSRSSRPSV	Caur_1157_Chloroflexia	1	5	28.91172
IRSTASYGVV	Caur_3448_Chloroflexia	1	2	33
IKSTASYGVI	Caur_3448_Chloroflexia	1	2	35
IKSVASYMPV	Caur_3448_Chloroflexia	1	1	40
IKSVASYGVV	Caur_3448_Chloroflexia	2	4	35.06617
IKSVTSYGTI	Caur_3866_Chloroflexia	1	5	27.83756
IQSTASRDLV	CC1627_Caulobacterales	1	4	30.13233
IQSTASRELV	CC1627_Caulobacterales	1	3	30.81704
IQSTASRERV	CC1627_Caulobacterales	2	7	25.37183
LRSEMSRGDV	CceR (GapR	10	146	16.48502
[indel within CR tag region]	CceR (GapR	2	25	17.6481
22SEMSRGDV	CceR (GapR	1	6	23.08101
IYSMASRPNV	CcpA_Bacillales	1	559	16.73681
IKSIASRDVV	CcpA_Clostridia-1	1	436	16.29113
IKSISSRKPV	CcpA_Clostridia-2	1	113	14.88584
IYSMASRNNV	CcpA_Lactobacillaceae	4	111	15.75074
IYSMASRPNV	CcpA_Lactobacillaceae	9	380	14.91504
IYSLASRSNV	CcpA_Lactobacillaceae	1	39	18.42105
IYSLASRGKV	CcpA_Lactobacillaceae	1	31	16.90182
[indel within CR tag region]	CcpA_Staphylococcaceae	2	124	17.64177
IYSMASRQNV	CcpA_Staphylococcaceae	4	242	17.54128
IYSMASRPNV	CcpA_Staphylococcaceae	1	25	18.15195
IYSMASRANV	CcpA_Streptococcaceae	2	72	15.71501
IYSMASRKNV	CcpA_Streptococcaceae	12	819	15.19376
errorGettingCRtag	CcpA_Streptococcaceae	1	77	15.13204
IHSTASRHYV	CcpB_Lactobacillaceae	1	1	32
IHSVSSRKYV	CcpB_Lactobacillaceae	1	1	32
IHSTASRRYV	CcpB_Lactobacillaceae	1	1	32
IRSVSSRKYV	CcpB_Lactobacillaceae	1	1	32
IKSVTSRPYV	CcpB_Listeriaceae	1	4	37.18872
LTSKASRGYV	CcpB_Streptococcaceae	1	1	32
LSSKASRGYV	CcpB_Streptococcaceae	1	1	32
ISAKSSRPHV	CcpB_Streptococcaceae	1	1	32
IRAPSSRDYV	CcpB_Streptococcaceae	1	1	32
IRSKASRPYV	CcpB_Streptococcaceae	1	1	32
[indel within CR tag region]	CD0683_Clostridia-2 	1	2	35
LESRASRPSV	CelR_Micrococcineae	1	2	37
LESRSSRSKV	CelR_Micrococcineae	2	6	27.65085
LVSRASRLRV	CelR_Micrococcineae	1	2	34
