Regulog statistics:
RegulogName	genomes#	genomesWithoutCRtag#	CRtag#	VariablePositions#
PrpR – Oceanospirillales/Alteromonadales	9	0	7	3
PrpR – Comamonadaceae	1	0	1	0
PrpR – Moraxellaceae	2	0	1	0
DgoR – Oceanospirillales/Alteromonadales	1	0	1	0
PrpR – Psychromonadaceae/Aeromonadales	2	1	2	0
PrpR – Alteromonadales	9	0	5	3
PrpR – Desulfuromonadales	3	0	2	1
PdhR – Enterobacteriales	12	0	1	0
LutR – Bacillales	10	0	7	6
YhcF – Bacillales	6	0	1	0
DVU2802 – Desulfovibrionales	6	0	6	5
DVU2644 – Desulfovibrionales	5	0	4	5
FadR – Enterobacteriales   	12	0	1	0
UxaR – Thermotogales	5	0	1	0
TreR – Staphylococcaceae	5	0	5	5
YtrA – Staphylococcaceae	6	0	2	1
BglR – Staphylococcaceae	1	0	1	0
LldR – Ralstonia	4	0	1	0
HypR – Enterobacteriales	1	0	1	0
HypR – Ralstonia	1	0	1	0
NagQ – Ralstonia	1	0	1	0
NagQ – Oceanospirillales/Alteromonadales	3	0	1	0
PdhR – Vibrionales	10	0	1	0
NagQ – Xanthomonadales	2	0	1	0
NagQ – Rhodospirillales	1	0	1	0
NagQ – Various betaproteobacteria	1	0	1	0
GlcC – Oceanospirillales/Alteromonadales	3	0	2	1
GlcC – Various betaproteobacteria	2	1	2	0
LldR – Corynebacteriaceae	3	0	2	1
GamR – Bacillales	5	0	3	1
DvMF_1479 – Desulfovibrionales	1	0	1	0
DvMF_2930 – Desulfovibrionales	1	0	1	0
FadR – Vibrionales	10	0	1	0
FadR – Pasteurellales	9	0	1	0
NagQ – Pseudomonadaceae	2	0	1	0
NagQ – Burkholderia	7	0	1	0
NagQ – Rhizobiales	7	0	1	0
NagQ – Rhodobacterales	4	0	2	1
NagQ – Caulobacterales	3	0	1	0
NagR – Streptococcaceae	15	0	3	1
PhnR – Enterobacteriales	2	0	1	0
Desal_0038 – Desulfovibrionales	1	0	1	0
Cbei_4343 – Clostridia-1	6	0	5	6
SPy1285 – Streptococcaceae	12	1	3	6
TreR – Lactobacillaceae	10	0	7	3
DMR_17410 – Desulfovibrionales	1	0	1	0
Desal_2919 – Desulfovibrionales	1	0	1	0
DvMF_1994 – Desulfovibrionales	2	1	2	0
PhnF – Desulfovibrionales	2	0	2	1
Desal_3745 – Desulfovibrionales	1	0	1	0
VanR – Rhizobiales	5	0	3	2
HypR – Rhizobiales	6	0	2	1
HutC – Rhizobiales	10	0	5	5
LldR – Rhizobiales	1	0	1	0
GlcC – Rhizobiales	6	0	3	1
GntR – Corynebacteriaceae	3	0	2	1
TreR – Streptococcaceae	8	0	5	2
AgaR2 – Lactobacillaceae 	4	0	4	2
UxuR – Bacillales	4	0	3	1
AgaR2 – Streptococcaceae	5	0	1	0
PrpR – Vibrionales	7	0	2	1
HutC – Vibrionales	10	0	4	1
HypR – Vibrionales	1	0	1	0
PhnF – Pseudomonadaceae	3	0	2	1
HypR – Pseudomonadaceae	1	0	1	0
HutC – Pseudomonadaceae	6	0	2	2
LldR – Pseudomonadaceae	7	0	2	1
PrpR – Pseudomonadaceae	8	0	1	0
GlcC – Pseudomonadaceae	6	0	3	2
Dbac_2821 – Desulfovibrionales	1	0	1	0
HutC – Caulobacterales	4	0	3	4
PhnF – Burkholderia	4	0	1	0
GlcC – Burkholderia	4	0	1	0
LldR – Burkholderia	8	0	5	4
HutC – Burkholderia	8	0	4	2
HypR – Burkholderia	3	0	1	0
VanR – Burkholderia	1	0	1	0
Cagg_3094 – Chloroflexia	4	0	2	6
Cagg_1084 – Chloroflexia	2	0	2	6
Rcas_2304 – Chloroflexia	2	1	2	0
Rcas_3562 – Chloroflexia	2	0	2	3
PCNPT3_10213 – Psychromonadaceae/Aeromonadales	1	0	1	0
FucR – Bacteroidaceae	7	0	1	0
DasR – Micrococcineae	4	0	3	6
UxuR – Lactobacillaceae	1	0	1	0
ManR – Bacteroidaceae	3	0	2	1
AgaR – Streptococcaceae	8	0	2	1
HypR – Rhodobacterales	3	0	1	0
HutC – Rhodobacterales	10	0	9	6
LldR – Rhodobacterales	2	0	2	1
GlcC – Rhodobacterales	1	0	1	0
Lp_2742 – Lactobacillaceae	7	1	3	6
YtrA – Lactobacillaceae	8	0	4	1
TreR (RgrA) – Streptococcaceae	2	0	1	0
UxuR – Streptococcaceae	2	0	1	0
BusR – Streptococcaceae	3	0	1	0
BusR – Lactobacillaceae	1	0	1	0
CPS_0449 – Alteromonadales	2	0	2	6
PSPTO1352 – Pseudomonadaceae	2	0	2	2
Sde_3525 – Oceanospirillales/Alteromonadales	1	0	1	0
UraR – Ralstonia	6	0	2	1
YtrA2 – Staphylococcaceae	1	0	1	0
YhcF – Clostridia-1	7	0	3	1
VanR – Caulobacterales	3	0	2	4
PhnF – Rhodobacterales	11	0	2	1
PhnF – Rhizobiales	12	0	8	2
VanR – Pseudomonadaceae	4	1	2	0
PhnF – Oceanospirillales/Alteromonadales	1	0	1	0
PhnF – Ralstonia	4	0	1	0
PhnF – Psychromonadaceae/Aeromonadales	1	0	1	0
PhnF – Comamonadaceae	1	0	1	0
PhnF – Various betaproteobacteria	2	0	2	1
PhnR – Vibrionales	9	0	3	6
PhnR – Pseudomonadaceae	6	0	2	6
PhnR – Caulobacterales	2	0	1	0
Csac_2497 – Thermoanaerobacterales	2	0	2	6
YhcF – Lactobacillaceae	9	0	2	1
TreR – Clostridia-1	3	0	3	2
Bxe_A4089 – Burkholderia	1	0	1	0
Csac_2166 – Thermoanaerobacterales	5	2	2	0
YtrA – Clostridia-1	5	0	1	0
ABC3918 – Bacillales	3	0	2	6
AnsR – Nocardiaceae	3	0	1	0
CD0652 – Clostridia-2	2	0	2	2
TreR – Clostridia-2	1	0	1	0
AnsR – Rhizobiales	2	0	2	1
AnsR – Micrococcineae	3	0	1	0
BC2903 – Bacillales	5	1	3	2
CJA_2253 – Oceanospirillales/Alteromonadales	1	0	1	0
Mce2R – Frankineae/Propionibacterineae/Pseudonocardiaceae	1	0	1	0
Mce2R – Nocardiaceae	4	0	1	0
AnsR – Streptomycetaceae	2	0	1	0
YihL – Enterobacteriales	3	0	1	0
LndYR – Micrococcineae	2	0	2	1
AAur_2567 – Micrococcineae	9	0	3	5
Cg3261 – Corynebacteriaceae	7	0	2	2
Nfa3720 – Nocardiaceae	3	0	2	5
PA2299 – Pseudomonadaceae	3	0	2	1
EF1676 – Enterococcaceae	1	0	1	0
XAC1548 – Xanthomonadales	3	0	2	6
ELI_12480 – Sphingomonadales	6	0	2	6
VIBHAR_07005 – Vibrionales	5	0	2	6
THA_1503 – Thermotogales	6	0	5	6
Atu2740 – Rhizobiales	2	0	2	6
RER_29210 – Nocardiaceae	3	0	1	0
Amir_6997 – Frankineae/Propionibacterineae/Pseudonocardiaceae	4	0	4	5
Bcav_0107 – Micrococcineae	2	0	2	6
Svir_39240 – Frankineae/Propionibacterineae/Pseudonocardiaceae	2	0	2	5
YtrA – Listeriaceae	4	0	1	0
LndYR – Frankineae/Propionibacterineae/Pseudonocardiaceae	5	0	5	4
BH0651 – Bacillales	6	0	5	6
SACE_5794 – Frankineae/Propionibacterineae/Pseudonocardiaceae	1	0	1	0
AnsR – Frankineae/Propionibacterineae/Pseudonocardiaceae	2	0	2	1
TreR – Clostridia-3	2	0	1	0
RUMGNA_00848 – Clostridia-3	5	0	5	6
HpxS – Enterobacteriales	3	0	1	0
H16_B2241 – Ralstonia	3	0	3	2
YhcF – Clostridia-3	5	0	1	0
YhcF – Listeriaceae	4	0	1	0
RspR – Enterobacteriales	7	0	1	0
Nfa20840 – Nocardiaceae	3	0	2	5
Arth_3541 – Micrococcineae	4	0	4	6
AraR – Clostridia-1	2	0	2	2
GalR – Bacteroidaceae	2	0	1	0
TreR – Various betaproteobacteria	1	0	1	0
Mce2R – Mycobacteriaceae	5	0	2	1
HutC – Ralstonia	6	0	3	2
HutC – Alteromonadales	8	0	1	0
HypR2 – Rhodobacterales	5	0	5	5
NanR – Bifidobacteriaceae	3	0	3	1
GarR – Bacillales	2	0	1	0
UxuR1 – Rhodobacterales	1	0	1	0
RspR – Oceanospirillales/Alteromonadales	1	0	1	0
RspR – Rhodobacterales	2	1	2	0
SdhR – Alcaligenaceae	3	0	1	0
DasR – Streptomycetaceae	4	0	1	0
DasR – Frankineae/Propionibacterineae/Pseudonocardiaceae	7	0	5	6
DasR – Nocardiaceae	3	0	1	0
SdhR – Burkholderia	8	0	1	0
NagR – Lactobacillaceae	15	0	4	1
AgaR2 – Enterococcaceae	2	0	1	0
NagR – Enterococcaceae	2	1	2	0
NagR – Clostridia-2	2	0	1	0
NagR – Clostridia-1	3	0	2	1
AgaR – Clostridia-1	4	0	4	6
AgaR – Clostridia-2	1	0	1	0
NagR – Listeriaceae	4	0	1	0
GguR – Pseudomonadaceae	5	1	3	1
GguR – Ralstonia	6	0	1	0
GguR – Burkholderia	6	0	2	1
GguR – Comamonadaceae	9	0	2	1
SdhR2 – Desulfuromonadales	8	0	3	2
SdhR – Comamonadaceae	11	0	4	1
SdhR – Ralstonia	6	0	1	0
SPOA0375 – Rhodobacterales	2	1	2	0
RPA0105 – Rhizobiales	1	0	1	0
UreR – Moraxellaceae	1	0	1	0
MdcY – Comamonadaceae	3	0	3	1
MdcY – Rhodospirillales	2	0	1	0
MdcY – Rhodobacterales	1	0	1	0
MdcY – Various betaproteobacteria	1	0	1	0
MdcY – Moraxellaceae 	1	0	1	0
MdcY – Rhizobiales	7	0	4	1
MlnR – Ralstonia	4	0	2	1
MlnR – Alcaligenaceae	2	0	2	2
MlnR – Various betaproteobacteria	3	0	2	1
MlnR – Xanthomonadales	3	0	1	0
Gdia_0881 – Rhodospirillales	1	0	1	0
Csal_1739 – Oceanospirillales/Alteromonadales	1	0	1	0
Spro_0637 – Enterobacteriales	1	0	1	0
Bcep18194_B0628 – Burkholderia	4	0	1	0
UxuR3 – Ralstonia	1	0	1	0
UxuR3 – Comamonadaceae	3	0	1	0
UxuR3 – Burkholderia	1	0	1	0
UxuR2 – Rhizobiales	6	0	2	1
UxuR2 – Alcaligenaceae	3	0	1	0
UxuR2 – Comamonadaceae	4	0	3	1
UxuR2 – Burkholderia	3	0	3	1
HutC – Nocardiaceae	4	0	1	0
Csal_3199 – Oceanospirillales/Alteromonadales	2	0	2	5
Daci_3053 – Comamonadaceae	3	0	2	6
Pden_3389 – Rhodobacterales	4	0	4	6
Bphy_4252 – Burkholderia	3	0	2	6
Bll4368 – Rhizobiales	2	0	2	6
Rmet_5631 – Ralstonia	4	0	2	6
Bpet4349 – Alcaligenaceae	2	0	2	6
AnsR – Rhodobacterales	1	1	1	0
YhcF – Clostridia-2	3	0	1	0
CJA_0601 – Oceanospirillales/Alteromonadales	1	0	1	0
YhcF – Thermoanaerobacterales	3	0	1	0
PhnR2 – Ralstonia	3	0	1	0
PhnR2 – Burkholderia	4	0	2	1
PhnR1 – Psychromonadaceae/Aeromonadales	2	0	1	0
SdaR – Pseudomonadaceae	4	0	2	1
SdaR – Ralstonia	4	0	2	1
Spro_1420 – Enterobacteriales	2	0	1	0
Bxe_B1375 – Burkholderia	1	0	1	0
CJA_1242 – Oceanospirillales/Alteromonadales	2	0	2	6
PA1520 – Pseudomonadaceae	7	0	2	5
Bamb_1959 – Burkholderia	2	0	1	0
AB57_1945 – Moraxellaceae	1	0	1	0
YhcF2 – Bacillales	4	0	3	2
UraR – Burkholderia  	8	0	3	1
UreR – Ralstonia	3	0	2	2
UreR – Burkholderia	8	0	2	1
UreR – Pseudomonadaceae	6	0	3	2
YtrA – Clostridia-3	8	0	4	1
TreR – Pseudomonadaceae	1	0	1	0
LndYR – Streptomycetaceae	4	1	4	2
HpxS – Oceanospirillales/Alteromonadales	3	0	3	3
HpxS – Pseudomonadaceae	1	0	1	0
Pden_0318 – Rhodobacterales	1	0	1	0
Atu3908 – Rhizobiales	1	0	1	0
PMI3555 – Enterobacteriales	2	0	2	6
PSPTO5027 – Pseudomonadaceae	2	0	2	6
H16_B1761 – Ralstonia	2	1	2	0
SCO1410 – Streptomycetaceae	3	0	1	0
SACE_6121 – Frankineae/Propionibacterineae/Pseudonocardiaceae	3	0	3	6
SCO3812 – Streptomycetaceae  	2	0	2	6
PhnF – Frankineae/Propionibacterineae/Pseudonocardiaceae	1	0	1	0
PhnF – Streptomycetaceae 	1	1	1	0
PhnF – Mycobacteriaceae	4	4	1	0
IolR – Streptomycetaceae	4	0	2	1
IolR – Frankineae/Propionibacterineae/Pseudonocardiaceae	4	2	2	0
IolR – Mycobacteriaceae	3	0	1	0
LldR – Mycobacteriaceae	2	0	2	2
LldR – Streptomycetaceae	1	0	1	0
LldR – Frankineae/Propionibacterineae/Pseudonocardiaceae	4	0	4	2
PhnR1 – Enterobacteriales	1	0	1	0
GlcC – Alcaligenaceae	2	0	1	0
NanR – Corynebacteriaceae	4	0	3	2
Cg2544 – Corynebacteriaceae	2	0	2	6
UreR – Comamonadaceae	3	0	2	1
Cg1143 – Corynebacteriaceae	6	0	6	6
IolR – Corynebacteriaceae	1	0	1	0
IolR – Micrococcineae	8	0	2	1
IolR – Nocardiaceae	3	0	1	0
PhnR2 – Comamonadaceae	2	0	2	1
BAV2585 – Alcaligenaceae	2	0	2	6
Daci_3836 – Comamonadaceae	6	0	4	3
SdaR – Comamonadaceae	1	0	1	0
PrpR – Alcaligenaceae	3	0	3	2
TreR – Enterococcaceae	1	0	1	0
TreR – Listeriaceae	4	0	1	0
PhnF – Nocardiaceae	4	3	2	0
GmuR – Listeriaceae	4	0	2	1
LldR – Nocardiaceae	3	0	2	1
LldR – Micrococcineae	7	0	5	3
Aave_3515 – Comamonadaceae	5	0	5	6
AAur_0050 – Micrococcineae	7	0	5	6
ROP_32700 – Nocardiaceae	2	0	2	6
VSAK1_25095 – Vibrionales	2	0	2	6
CelR – Enterobacteriales 	3	0	1	0
BioR – Rhodobacterales	6	1	4	3
BioR – Rhizobiales	7	0	1	0


Regulogs combining TFs with the same CR tag: 73
Regulogs combining TFs with different CR tags: 292


CR tag statistics:
CRtag	TFname	GenomesPresentIn#	TFBS#	InfoBits
RSRPTG	AlgR_Shewanellaceae	1	2	30
NSRTPK	AraR_Shewanellaceae	1	30	25.58548
RTRTHG	FadR_Shewanellaceae	15	95	19.85296
GVLQ	FadR_Shewanellaceae	1	6	21.5525
NSRMQG	HutC_Shewanellaceae	1	63	26.37036
ARIPHK	HypR_Shewanellaceae	15	94	16.0273
YRIPHK	HypR_Shewanellaceae	1	2	23
TSRYQG	AraR_Lactobacillaceae	3	8	25.14068
SSRYQG	AraR_Lactobacillaceae	3	5	27.9208
SSRFQG	AraR_Lactobacillaceae	1	3	26.98045
ASRYQG	AraR_Lactobacillaceae	1	2	31
EPATGV	CBO1205_Clostridia-1	1	1	60
TNPARG	CBO1205_Clostridia-1	1	2	55
QRSPMG	GntR_Staphylococcaceae	6	6	33.62256
errorGettingCRtag	GntR_Staphylococcaceae	1	1	36
QRHTGV	PhnF_Enterobacteriales	4	4	20.37744
QRHTGI	PhnF_Enterobacteriales	2	2	22
RSRSQG	GlcC_Enterobacteriales	1	4	21.37744
ASRMQG	HutC_Enterobacteriales	5	13	25.75616
SSRMQG	HutC_Enterobacteriales	3	14	24.29364
RTRTRG	UxuR_Enterobacteriales	3	26	19.04938
RSRSKG	UxuR_Enterobacteriales	2	13	20.43788
RSRTKG	UxuR_Enterobacteriales	1	5	26.43365
MSRPTR	GudR_Bacillales	2	5	35.47751
ISRPTR	GudR_Bacillales	1	1	42
YSRASR	GudR_Bacillales	1	1	42
ISQGQG	SdhR_Various betaproteobacteria	2	6	41.72673
QSQGQG	SdhR_Various betaproteobacteria	2	9	36.54499
GSQGQG	SdhR_Various betaproteobacteria	1	5	35.37499
WSQGQG	SdhR_Various betaproteobacteria	2	4	39.13233
NSRIQG	FrlR_Bacillales	1	12	30.30546
RSRMKG	NagR_Bacillales	6	11	28.87065
RSRMRG	NagR_Bacillales	2	2	38
NSRMRG	NagR_Bacillales	1	1	40
RNPNRG	YtrA_Bacillales	5	6	34.51921
RNPNPG	YtrA_Bacillales	2	2	35
HSRERG	TreR_Bacillales	3	7	30.17854
NSREKG	TreR_Bacillales	3	6	31.61173
HSREKG	TreR_Bacillales	1	2	35
TSRGHG	TreR_Bacillales	1	2	35
NSREQG	TreR_Bacillales	1	3	32.90526
TRSPMG	GntR_Bacillales	1	1	36
KRSPMG	GntR_Bacillales	1	1	36
QRSPMG	GntR_Bacillales	1	1	36
TRSPMG	TM0766_Thermotogales	1	1	44
KRSPMG	TM0766_Thermotogales	1	1	44
QRSPMG	TM0766_Thermotogales	1	1	44
no_CRtag	TM0766_Thermotogales	6	6	39.56332
ASRNRY	DgoR_Enterobacteriales	5	14	18.63158
TSRNRY	DgoR_Enterobacteriales	1	5	16.1465
VSRMRG	GmuR_Bacillales	1	1	36
KSRMRG	GmuR_Bacillales	1	1	36
NSRMRG	GmuR_Bacillales	1	1	36
LSRMRG	GmuR_Bacillales	1	1	36
ISRMRG	GmuR_Bacillales	2	2	31
ESKSRG	BglR_Bacillales	2	4	30.75489
QSKSRG	BglR_Bacillales	1	2	34
RSRNRG	LldR_Enterobacteriales	1	10	25.91947
RSRTKG	ExuR_Enterobacteriales	1	48	21.85265
LETVLG	AraR_Thermotogales	1	5	28.1898
KSREPG	AraR_Thermotogales	4	21	24.2688
RKNL	AraR_Thermotogales	1	9	25.21282
TNPARG	CD1503_Clostridia-2	2	2	51
STVLGM	CD1503_Clostridia-2	1	1	60
RGRPNG	NanR_Enterobacteriales	1	7	44.81665
RSRVNR	PhnR_Oceanospirillales_Alteromonadales	1	6	26.30948
RTRVDR	PhnR_Moraxellaceae	1	2	39
PRTPGR	VanR_Oceanospirillales_Alteromonadales	1	8	19.11606
HRMPTR	VanR_Oceanospirillales_Alteromonadales	1	4	22.37744
RTRVDR	PhnR_Psychromonadaceae_Aeromonadales	2	9	25.58705
RTRVVR	PhnR_Psychromonadaceae_Aeromonadales	1	2	32
RTRVNR	PhnR_Psychromonadaceae_Aeromonadales	1	5	27.74985
PRTPRR	VanR_Alteromonadales	1	12	16.77316
VRTPGG	VanR_Comamonadaceae	1	3	15.0817
TRTPGG	VanR_Comamonadaceae	1	3	16
SRTPNG	VanR_Comamonadaceae	1	2	15
ARTPNG	VanR_Comamonadaceae	2	4	14.37744
DRTPQR	VanR_Comamonadaceae	1	2	14
ARTPSR	VanR_Xanthomonadales	1	6	17.02677
ARTPNR	VanR_Xanthomonadales	1	6	17.72673
PRQPTR	VanR_Moraxellaceae	1	10	17.86626
RSRPQG	PdhR_Shewanellaceae	1	109	24.67954
RSRTKG	UxuR_Oceanospirillales_Alteromonadales	1	5	24.11172
RSRSKG	UxuR_Psychromonadaceae_Aeromonadales	1	9	23.60971
RSRTKG	UxuR_Psychromonadaceae_Aeromonadales	1	2	35
RGRSKG	UxuR_Psychromonadaceae_Aeromonadales	1	6	22.92191
ARGPHV	PrpR_Shewanellaceae	7	20	22.72083
TRGPHV	PrpR_Shewanellaceae	1	3	23.0817
ERAVNV	PrpR_Shewanellaceae	7	23	19.79749
ERAINV	PrpR_Shewanellaceae	1	2	24
ARIPHR	HypR_Rhodospirillales	1	1	24
ARIPHK	HypR_Oceanospirillales_Alteromonadales	1	3	22.16341
ARIPHR	HypR_Oceanospirillales_Alteromonadales	1	3	20.32682
ERIPYK	HypR_Psychromonadaceae_Aeromonadales	1	2	24
ARIPHR	HypR_Psychromonadaceae_Aeromonadales	2	6	20.32682
ARIPHK	HypR_Alteromonadales	1	21	17.6932
ASRMAG	HutC_Sphingomonadales	1	3	27.73534
HSRMKR	HutC_Sphingomonadales	1	2	34
NSRMQG	HutC_Rhodospirillales	1	4	19.63233
HSRMQG	HutC_Rhodospirillales	1	4	19.13233
HSRMAG	HutC_Rhodospirillales	1	2	28
SSRMQG	HutC_Rhodospirillales	2	6	23.38257
SSRMAG	HutC_Comamonadaceae	2	6	27.69774
QARMAG	HutC_Comamonadaceae	2	9	23.44467
ASRMQG	HutC_Comamonadaceae	1	7	25.61641
SSRMRG	HutC_Comamonadaceae	1	1	40
NSRMAG	HutC_Comamonadaceae	1	1	40
NSRHQG	AraR_Bacillales	3	22	24.3432
SSRHKG	AraR_Bacillales	3	13	26.33001
HSRHQG	AraR_Bacillales	2	5	30.01368
NSRQQG	AraR_Bacillales	1	3	32.65363
HSRMRR	HutC_Xanthomonadales	1	6	28.86336
SSRMQG	HutC_Moraxellaceae	1	3	30.15037
HSRMQG	HutC_Moraxellaceae	1	4	26.57594
MSRMQG	HutC_Oceanospirillales_Alteromonadales	1	2	34
SSRMQG	HutC_Oceanospirillales_Alteromonadales	1	7	25.55735
NSRMQG	HutC_Oceanospirillales_Alteromonadales	1	2	36
MSRMAR	HutC_Psychromonadaceae_Aeromonadales	1	4	30.13233
LSRMPR	HutC_Psychromonadaceae_Aeromonadales	1	2	35
ASRMAG	HutC_Psychromonadaceae_Aeromonadales	2	4	29.56617
RSRPQG	LldR_Desulfuromonadales	3	14	19.15452
RSRPHG	LldR_Desulfuromonadales	1	6	23.66167
RSRPRQ	LldR_Rhodospirillales	1	2	33
RSRPRG	LldR_Rhodospirillales	2	7	30.46526
[indel within CR tag region]	LldR_Rhodospirillales	1	2	35
LSRMAG	HutC_Various betaproteobacteria	1	2	34
RSRTVG	LldR_Comamonadaceae	1	2	32
RSRTRG	LldR_Comamonadaceae	1	2	31
RSRPHG	LldR_Comamonadaceae	1	2	32
RSRTVG	LldR_Xanthomonadales	1	2	30
RSRPRG	LldR_Moraxellaceae	1	5	28.27234
RSRPQG	LldR_Oceanospirillales_Alteromonadales	3	14	28.02931
RSRPHG	LldR_Oceanospirillales_Alteromonadales	1	4	28.37744
RSRPQG	PdhR_Oceanospirillales_Alteromonadales	1	3	27.24511
RSRPQG	PdhR_Psychromonadaceae_Aeromonadales	1	9	24.56928
RSRPQG	PdhR_Alteromonadales	8	16	23.34027
RSRQHG	PdhR_Alteromonadales	1	1	30
RSRPHG	LldR_Various betaproteobacteria	1	1	34
RSRPQG	LldR_Various betaproteobacteria	3	12	22.32727
RSRAQG	LldR_Various betaproteobacteria	1	2	31
RNPMRG	SO0072_Shewanellaceae	1	29	35.20865
RSRSKG	UxuR_Rhodobacterales	1	5	26.90656
RSRTKG	UxuR_Pasteurellales	1	19	23.4341
RSRTKG	UxuR_Vibrionales	2	15	23.92451
RSRSKG	UxuR_Vibrionales	1	5	27.87751
RKGF	UxuR_Vibrionales	1	8	24.13868
RTRTHG	FadR_Psychromonadaceae_Aeromonadales	1	10	23.51074
RTRTHG	FadR_Alteromonadales	1	39	19.26857
RSRHLG	LldR_Desulfovibrionales	2	4	26.06617
RSRHRG	LldR_Desulfovibrionales	1	1	34
RSRSRG	LldR_Desulfovibrionales	1	2	29
RSRNPG	LldR_Desulfovibrionales	1	3	30.32682
RSRNVG	LldR_Desulfovibrionales	1	1	34
ERGPHS	PrpR_Oceanospirillales_Alteromonadales	1	2	22
ERGPHA	PrpR_Oceanospirillales_Alteromonadales	2	5	19.34134
GRGPHS	PrpR_Oceanospirillales_Alteromonadales	1	2	21
ERGPHV	PrpR_Oceanospirillales_Alteromonadales	2	6	19.98918
ERGPNV	PrpR_Oceanospirillales_Alteromonadales	1	3	21.24511
GRGPHV	PrpR_Oceanospirillales_Alteromonadales	1	3	23.0817
DRGPHV	PrpR_Oceanospirillales_Alteromonadales	1	4	23.18872
VRAPHQ	PrpR_Comamonadaceae	1	2	22
ERGPHV	PrpR_Moraxellaceae	1	5	21.75614
LSRSSG	DgoR_Oceanospirillales_Alteromonadales	1	1	22
ERGPHV	PrpR_Psychromonadaceae_Aeromonadales	1	2	22
errorGettingCRtag	PrpR_Psychromonadaceae_Aeromonadales	1	3	19.40852
ERAVNV	PrpR_Alteromonadales	3	6	21.78166
ERSTNV	PrpR_Alteromonadales	1	10	17.93246
ERATNV	PrpR_Alteromonadales	2	6	19.2784
ERATNI	PrpR_Alteromonadales	1	3	20.57845
ERAPNA	PrpR_Alteromonadales	2	4	21.68872
ERGTNH	PrpR_Desulfuromonadales	2	4	20.56617
ERGTNL	PrpR_Desulfuromonadales	1	2	20
RSRPQG	PdhR_Enterobacteriales	1	44	25.56245
EVRETY	LutR_Bacillales	1	3	28.402
QSRSQG	LutR_Bacillales	3	6	27.96602
QGRAQG	LutR_Bacillales	2	5	27.75949
AAVRGT	LutR_Bacillales	1	1	38
KVRETY	LutR_Bacillales	1	1	38
